,logFC,t,P.Value,adj.P.Val,B
SA_REG_CASCADE_OF_CYCLIN_EXPR,0.0383562409165169,3.83843547467549,0.000126382181389647,0.000509174365406368,-0.276305290703307
KONG_E2F3_TARGETS,-0.00413153724626047,-3.83635635498722,0.000127451074557891,0.000513151828056593,-0.284228072917597
REACTOME_DSCAM_INTERACTIONS,0.0301482858612633,3.83316159646154,0.000129110154704071,0.000519498925937956,-0.296393872473527
VETTER_TARGETS_OF_PRKCA_AND_ETS1_DN,0.0379640676230344,3.83207546407199,0.000129678820855082,0.000521453223975811,-0.300527632698758
FRIDMAN_SENESCENCE_DN,0.048395109799633,3.83151209229242,0.000129974714667672,0.000522308875758514,-0.302671337860233
REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA,0.0111456484639527,3.83078291239249,0.000130358639355025,0.000523516963799574,-0.305445501758918
JOHANSSON_GLIOMAGENESIS_BY_PDGFB_UP,0.051154023967662,3.82831630741636,0.000131665286502716,0.000528426772458217,-0.314825821216302
REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION,-0.0345350673903679,-3.82742690611041,0.000132139454979324,0.000529991368567359,-0.318206682180302
MARTINEZ_RB1_TARGETS_UP,-0.00776310244610723,-3.82724236399005,0.000132238041785315,0.000530048528457081,-0.318908080502539
DAVICIONI_MOLECULAR_ARMS_VS_ERMS_DN,0.0138375783786038,3.82622560777879,0.000132782461889518,0.000531891506039273,-0.322771915340869
LUI_THYROID_CANCER_CLUSTER_5,-0.0579447805846525,-3.82468102759739,0.000133613548876602,0.000534879716362704,-0.328639619774131
MARSON_BOUND_BY_FOXP3_UNSTIMULATED,-0.00442845700392291,-3.82319115123507,0.000134419845749965,0.000537764946237131,-0.334297287006449
AFFAR_YY1_TARGETS_DN,0.0160961585354772,3.82259790340887,0.000134742176779189,0.000538497798223616,-0.336549482937008
ENK_UV_RESPONSE_KERATINOCYTE_UP,0.0458109115273846,3.82253869009408,0.000134774389276969,0.000538497798223616,-0.336774260359543
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_27_HYDROXYCHOLESTEROL,-0.0301005124084803,-3.8207592642213,0.000135745804250266,0.00054203454873756,-0.343527462835118
GRAHAM_CML_QUIESCENT_VS_NORMAL_QUIESCENT_DN,-0.0239966304559042,-3.82018288929599,0.000136061868317857,0.000542951645954115,-0.345714229144527
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_LINKED_TO_LIPOGENESIS,-0.0357960537743484,-3.81908877985736,0.000136663749061467,0.000545007400286369,-0.349864381368322
MCCOLLUM_GELDANAMYCIN_RESISTANCE_DN,0.0109956897148644,3.81778181334351,0.000137386013895537,0.000547540328049114,-0.354820395391853
REACTOME_SYNTHESIS_OF_12_EICOSATETRAENOIC_ACID_DERIVATIVES,-0.0178476186346853,-3.81549677345774,0.000138657439249748,0.000552205728334872,-0.363481225457122
WP_DIFFERENTIATION_OF_WHITE_AND_BROWN_ADIPOCYTE,0.0254147634978401,3.81536275143643,0.000138732354023988,0.000552205728334872,-0.36398904051928
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS,0.0390461771345597,3.81513375082902,0.000138860447602646,0.000552365767837109,-0.364856692551268
TESAR_ALK_TARGETS_HUMAN_ES_5D_UP,-0.045062986963894,-3.81391869041328,0.000139541969479873,0.000554725666148642,-0.369459527760311
KEGG_CARDIAC_MUSCLE_CONTRACTION,0.0540830541645737,3.81221785719968,0.000140501255108519,0.00055818608619282,-0.375900106123212
REACTOME_PROTEIN_METHYLATION,-0.0697071284893913,-3.81101757710382,0.000141181960688147,0.000560536085233734,-0.380443517920928
WP_NEPHROGENESIS,0.0335324814884026,3.80894491008094,0.000142364738413063,0.000564875240483651,-0.388285833975011
OSMAN_BLADDER_CANCER_UP,-0.00686976668975081,-3.80789192663839,0.000142969199236713,0.000566895823442516,-0.392268371607498
WP_NETRINUNC5B_SIGNALING_PATHWAY,0.0282286212427079,3.80774387794096,0.00014305437963084,0.000566895823442516,-0.392828226030004
HOEGERKORP_CD44_TARGETS_DIRECT_UP,0.0298679591924277,3.80574586915488,0.000144208629091642,0.000571109788179567,-0.400381699343527
DUAN_PRDM5_TARGETS,0.0164552447332518,3.8052840978329,0.000144476639831758,0.000571810882457557,-0.402126867514025
WHITFIELD_CELL_CYCLE_G2,-0.0205276679321506,-3.80441701225531,0.000144981162200407,0.000573446572957556,-0.405403269551472
REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION,-0.0180244320962623,-3.8032958648609,0.000145635973896159,0.000575674274174441,-0.40963858289061
NGUYEN_NOTCH1_TARGETS_DN,0.0184421367716963,3.80025793951377,0.000147424320961294,0.000582377031578713,-0.421108617564414
REACTOME_GDP_FUCOSE_BIOSYNTHESIS,0.0510990954338645,3.79626029852376,0.000149809163266068,0.000591426250708064,-0.436188336751338
BOGNI_TREATMENT_RELATED_MYELOID_LEUKEMIA_DN,-0.0186586880135536,-3.79396926732489,0.000151192238483437,0.000596511750702073,-0.444823374715481
TERAMOTO_OPN_TARGETS_CLUSTER_8,-0.0296070057446544,-3.79262592317353,0.000152008787546391,0.000599357107734673,-0.449884120629746
ELVIDGE_HYPOXIA_DN,-0.00664237512284283,-3.79179182895038,0.000152517878252338,0.000600987376060153,-0.453025489154263
REACTOME_EGFR_TRANSACTIVATION_BY_GASTRIN,-0.0310825092634389,-3.78836166946128,0.000154628410054216,0.000608922028315005,-0.465936973772105
SOUCEK_MYC_TARGETS,0.0639224744963019,3.78702711946011,0.000155456948715147,0.000611801454398685,-0.470957234341442
WP_METASTATIC_BRAIN_TUMOR,-0.0569204616206199,-3.78577229979379,0.000156239799710137,0.000614497585217902,-0.475675970252293
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_13,-0.048287316338345,-3.78046628235112,0.000159591312999842,0.000627286680552849,-0.495612070118604
NEWMAN_ERCC6_TARGETS_DN,-0.0427821906161389,-3.78004724039053,0.000159858862183674,0.000627945593015245,-0.497185340760339
GRADE_COLON_AND_RECTAL_CANCER_UP,0.0227304161195412,3.77888170355287,0.000160605254667567,0.000630483463826146,-0.501560378111592
REACTOME_STRIATED_MUSCLE_CONTRACTION,0.029180335634205,3.77825915418446,0.000161005269087758,0.000631659248574631,-0.503896673707152
WP_REGULATION_OF_WNTBCATENIN_SIGNALING_BY_SMALL_MOLECULE_COMPOUNDS,-0.0381334235006346,-3.7772527767272,0.000161653893665193,0.000633808310471452,-0.507672588304189
SESTO_RESPONSE_TO_UV_C2,-0.0158575520226906,-3.77439822441973,0.000163507103776849,0.000640674655384973,-0.518377408926765
GOUYER_TUMOR_INVASIVENESS,-0.0533169253252219,-3.77391710929492,0.000163821412241537,0.000641506277843028,-0.520180843312134
TAVOR_CEBPA_TARGETS_UP,0.0226817890526134,3.77259579018977,0.000164687547349801,0.000644496410394457,-0.525132566049217
YAO_HOXA10_TARGETS_VIA_PROGESTERONE_UP,-0.0210091533858851,-3.77192207043605,0.000165130833469994,0.000645829053116935,-0.527656710167784
WANG_SMARCE1_TARGETS_DN,0.00554996400392088,3.76954120186123,0.00016670638323751,0.000651585583736162,-0.536573244504296
REACTOME_RAF_INDEPENDENT_MAPK1_3_ACTIVATION,0.025664415917544,3.76911282934399,0.000166991358187847,0.000652293776389444,-0.538176940297346
BERENJENO_TRANSFORMED_BY_RHOA_FOREVER_DN,0.035723641554157,3.7662896191657,0.000168880999184643,0.000659265267003406,-0.548741660834923
LOCKWOOD_AMPLIFIED_IN_LUNG_CANCER,-0.015138788747563,-3.76570455104282,0.00016927510816637,0.000660393578414424,-0.550930060405999
ZHONG_SECRETOME_OF_LUNG_CANCER_AND_FIBROBLAST,0.0589437463394847,3.7650124377713,0.000169742441638053,0.000661805983681862,-0.553518418795284
KYNG_DNA_DAMAGE_BY_4NQO_OR_GAMMA_RADIATION,0.0328177533116322,3.76154834937424,0.000172099790430095,0.000670447063228596,-0.56646630010251
VANLOO_SP3_TARGETS_DN,0.0217217615675818,3.76144281945454,0.000172172085926962,0.000670447063228596,-0.566860558792579
HONRADO_BREAST_CANCER_BRCA1_VS_BRCA2,-0.0381698015783726,-3.76128400758168,0.000172280937215896,0.000670455535852573,-0.567453857658248
REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX,-0.0154453509255252,-3.76027855852137,0.000172971586579987,0.000672726746073775,-0.571209498366949
HUNSBERGER_EXERCISE_REGULATED_GENES,0.0348798205525989,3.75848431353637,0.000174210542180597,0.000677126318865215,-0.577909047031529
REACTOME_OTHER_INTERLEUKIN_SIGNALING,0.03409318870331,3.75751158597263,0.000174885712282058,0.000679330470761888,-0.581539799819937
KUROKAWA_LIVER_CANCER_EARLY_RECURRENCE_DN,0.0732432415907978,3.75671947251501,0.000175437336117528,0.000681052289992996,-0.584495713993123
WP_RAS_SIGNALING,-0.0132797915580205,-3.75621611235516,0.000175788723846664,0.000681995141590299,-0.586373772386494
BASSO_CD40_SIGNALING_UP,0.0247561445649768,3.7530568591373,0.000178009313686475,0.000690184168118135,-0.598155389556974
BROWNE_HCMV_INFECTION_8HR_DN,0.0187020892782055,3.74978275496613,0.000180338459542599,0.000698783735034052,-0.610354951316189
REACTOME_ORGANIC_ANION_TRANSPORTERS,-0.024604674848317,-3.74936422531584,0.00018063825303371,0.00069951412219154,-0.61191366438153
DELACROIX_RAR_TARGETS_UP,0.0375115983527053,3.74849008089772,0.000181265916921671,0.000701512492520136,-0.615168649198755
DAZARD_RESPONSE_TO_UV_NHEK_UP,0.046277992164023,3.7481937476688,0.000181479158941941,0.000701905547046215,-0.616271911972589
REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE,-0.00948757107742543,-3.74440567532985,0.000184225934558239,0.000712091020109797,-0.630367474432171
PURBEY_TARGETS_OF_CTBP1_NOT_SATB1_UP,-0.00826706681802425,-3.7411932044676,0.000186585927969244,0.000720769856967855,-0.642310137391691
REACTOME_ATF6_ATF6_ALPHA_ACTIVATES_CHAPERONE_GENES,0.0603785604944354,3.74005511032555,0.000187428810854131,0.000723581127898166,-0.646538673489459
WP_THERMOGENESIS,-0.0135753657275428,-3.73983719989104,0.000187590605208097,0.000723761174789987,-0.647348164240285
WP_NANOMATERIAL_INDUCED_APOPTOSIS,0.0395615686415056,3.73780200390825,0.000189108054339944,0.000729168172715672,-0.654906226791671
REACTOME_RESPONSE_TO_METAL_IONS,0.0611241254517816,3.73745356015968,0.000189369009689402,0.000729726686632675,-0.656199826029293
RYAN_MANTLE_CELL_LYMPHOMA_NOTCH_DIRECT_UP,0.0156858005508484,3.73686874060509,0.000189807752083791,0.00073096919230798,-0.658370703145279
REACTOME_VEGFR2_MEDIATED_CELL_PROLIFERATION,-0.0306156199468965,-3.73380559460252,0.000192121438047788,0.000739426355254346,-0.669735744211696
REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3,-0.0082487968932764,-3.73020306109019,0.000194876469477046,0.000749570753159872,-0.683090233187387
GOLDRATH_IMMUNE_MEMORY,-0.0194761811163405,-3.72874353621926,0.000196003175885188,0.000753443400879761,-0.688497014978299
KEGG_PYRIMIDINE_METABOLISM,0.0179735793653417,3.72793885302367,0.00019662698162001,0.000755379327311592,-0.691477051895832
MEISSNER_NPC_ICP_WITH_H3K4ME3,0.0357322001073378,3.72522718001773,0.000198742891964625,0.000763041585826311,-0.701514679484517
REACTOME_PHOSPHOLIPID_METABOLISM,-0.00736756112005169,-3.7249285988966,0.000198977177583734,0.000763474701534659,-0.702619475977639
HOFMANN_MYELODYSPLASTIC_SYNDROM_RISK_UP,-0.0252293286793984,-3.72441056436234,0.000199384276296536,0.000764569967372624,-0.704536076003627
REACTOME_DEPOLYMERISATION_OF_THE_NUCLEAR_LAMINA,-0.0291566931695837,-3.71845095259638,0.000204124311507297,0.000782269084038636,-0.726566173912955
CHIANG_LIVER_CANCER_SUBCLASS_UNANNOTATED_DN,0.0197938394787857,3.7179968860772,0.000204489766136376,0.000783192065915371,-0.72824322769986
REACTOME_MITOTIC_PROMETAPHASE,-0.0126312157733838,-3.71309598036475,0.000208473583725571,0.000797963747695013,-0.746331366944012
BRACHAT_RESPONSE_TO_CAMPTOTHECIN_UP,0.0397725302899822,3.71166227233782,0.000209652724741593,0.000801988664029771,-0.751618391144564
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_SUSTAINED_IN_MONOCYTE_UP,0.0358955116310399,3.71032650288821,0.000210756953716276,0.000805722295685398,-0.756542430914195
VIETOR_IFRD1_TARGETS,0.0425116242050364,3.70971965138928,0.000211260417588168,0.000807156063551145,-0.758778884202041
WANG_RESPONSE_TO_FORSKOLIN_DN,-0.0303611352999016,-3.70630318269962,0.00021411598593428,0.000817569241553431,-0.771362963884649
BROWNE_HCMV_INFECTION_10HR_DN,-0.0201216320835527,-3.70516751094694,0.000215073211351737,0.000820725642589964,-0.775543506158545
SEITZ_NEOPLASTIC_TRANSFORMATION_BY_8P_DELETION_DN,0.0260515141484097,3.70399517400037,0.000216065556957976,0.000824012151384028,-0.779857685760622
BLANCO_MELO_COVID19_SARS_COV_2_POS_PATIENT_LUNG_TISSUE_DN,-0.00430279145521517,-3.69921465240245,0.000220156818387932,0.000839105884516771,-0.797435916969695
REACTOME_STIMULI_SENSING_CHANNELS,-0.00519744047048287,-3.69875470847312,0.00022055426121223,0.000840111231344768,-0.799125968930641
GREGORY_SYNTHETIC_LETHAL_WITH_IMATINIB,0.029812392190764,3.69612135925069,0.000222842774141529,0.000848314255287406,-0.808798132915834
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_TO_LIMIT_CHOLESTEROL_UPTAKE,-0.0402968418633527,-3.69439328062499,0.000224356661199217,0.000853560300022445,-0.815141572511518
MODY_HIPPOCAMPUS_NEONATAL,0.0422731837110959,3.69179990180377,0.000226646731376259,0.00086175118372643,-0.824655844489925
BIOCARTA_SM_PATHWAY,0.0383218410888109,3.69057808354623,0.000227733242541081,0.000865358784383733,-0.829136008038084
ABE_VEGFA_TARGETS,-0.0351251149513998,-3.68787230281291,0.000230156812443824,0.000873788334313177,-0.839052335043973
ZHONG_SECRETOME_OF_LUNG_CANCER_AND_MACROPHAGE,0.0593517275017614,3.68765004079976,0.000230356965359081,0.000873788334313177,-0.839866575485711
REACTOME_LAMININ_INTERACTIONS,0.0298024100141969,3.68763701725161,0.000230368698481612,0.000873788334313177,-0.839914284782829
MACLACHLAN_BRCA1_TARGETS_DN,-0.0490346260404813,-3.6857089020032,0.000232111973030762,0.000879869572073788,-0.846975726890035
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_2,-0.0480831291659891,-3.68487704122377,0.000232867904812028,0.000882203002859311,-0.850021166141532
WP_CANCER_IMMUNOTHERAPY_BY_CTLA4_BLOCKADE,-0.0314189423902746,-3.68429781484726,0.000233395626080459,0.000883669584286559,-0.852141309474577
WP_METHYLATION_PATHWAYS,0.0574313894714517,3.68344981096822,0.000234170250584212,0.000885626124678502,-0.855244663857486
REACTOME_CREB1_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_CAMKII_CAMKK_CAMKIV_CASCASDE,-0.0435815774598455,-3.68342362228483,0.000234194211490162,0.000885626124678502,-0.855340492675629
SCHUHMACHER_MYC_TARGETS_DN,0.0515598902684705,3.68221301651315,0.000235304351283149,0.000889289144807329,-0.859769566798121
REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION,0.0322180908300204,3.68095382576295,0.000236464284623851,0.000893135834651985,-0.864374861225294
EHRLICH_ICF_SYNDROM_DN,0.0373277567000502,3.67651496413088,0.000240596202800285,0.000908196477237113,-0.880596857846396
ZHOU_INFLAMMATORY_RESPONSE_FIMA_UP,0.012776444948766,3.67398770662588,0.00024297888174738,0.000916640019077001,-0.889824155172521
WHITFIELD_CELL_CYCLE_M_G1,-0.0122111492872335,-3.67232508630268,0.000244558445903791,0.000922045490405114,-0.89589113722663
INAMURA_LUNG_CANCER_SCC_UP,-0.0359912041451153,-3.67030707991844,0.000246488590366136,0.000928765461901177,-0.903251284002618
LIU_CMYB_TARGETS_DN,-0.0508966283532682,-3.66947838479402,0.000247285338191725,0.000931209317276807,-0.906272569943336
PID_IL2_STAT5_PATHWAY,-0.0207642039618271,-3.66858808145894,0.000248144011908116,0.000933883302300905,-0.909517715900593
KYNG_ENVIRONMENTAL_STRESS_RESPONSE_NOT_BY_4NQO_IN_WS,0.0308256593572877,3.66772969058687,0.000248974555685957,0.000936448283953465,-0.912645802355758
THUM_MIR21_TARGETS_HEART_DISEASE_DN,0.0488091359802368,3.66581475584425,0.000250836778083783,0.00094251366088307,-0.919621455893905
EPPERT_CE_HSC_LSC,0.0283540827468884,3.6657632060667,0.00025088708904652,0.00094251366088307,-0.919809189616632
CHEN_HOXA5_TARGETS_6HR_DN,-0.0650531646582412,-3.66482713082945,0.000251802317776319,0.000945386838246217,-0.92321772863797
KIM_MYCL1_AMPLIFICATION_TARGETS_UP,-0.0269830392751347,-3.66399045008933,0.000252623016141174,0.000947901884446138,-0.92626361143614
VERRECCHIA_EARLY_RESPONSE_TO_TGFB1,0.0463134001982275,3.66251858718734,0.000254072857713997,0.000952773216427487,-0.931620161618554
MORI_SMALL_PRE_BII_LYMPHOCYTE_DN,0.0290233251992552,3.66055450569693,0.000256019715913029,0.000959501439781387,-0.938764720554682
KEGG_FATTY_ACID_METABOLISM,-0.0238085982922009,-3.66023675226475,0.00025633599518807,0.000960114260880225,-0.939920226102923
WP_HEMATOPOIETIC_STEM_CELL_DIFFERENTIATION,0.0178182374364713,3.65928849052722,0.000257282038323316,0.000963083746790973,-0.943367974554566
BROWN_MYELOID_CELL_DEVELOPMENT_UP,0.0315740320768352,3.65656130084884,0.000260021136834256,0.000972757645835295,-0.953278724161127
REACTOME_PI_METABOLISM,-0.0150991042203827,-3.65456499260957,0.000262043477919135,0.000979740189602476,-0.960528770226492
YIH_RESPONSE_TO_ARSENITE_C3,0.0229809716503773,3.65383696017193,0.000262784668764252,0.000981781850281972,-0.963171808655292
SU_SALIVARY_GLAND,0.0367806967365928,3.65372192224676,0.000262901965636366,0.000981781850281972,-0.963589392927043
PID_HIF1_TFPATHWAY,0.0310042589756319,3.65334869119775,0.000263282863885816,0.000982620427269805,-0.964944120895736
LU_IL4_SIGNALING,0.0140414702676019,3.65227331377703,0.000264383228911068,0.000986141598638613,-0.968846683736925
KAYO_AGING_MUSCLE_DN,0.0358371460080814,3.65100604371411,0.000265685482007889,0.000990411182929765,-0.973444166622901
REACTOME_PTK6_EXPRESSION,-0.0414069289053315,-3.65068715081672,0.000266014124094193,0.000990733061086373,-0.974600817518749
GALLUZZI_PERMEABILIZE_MITOCHONDRIA,0.0252023853700629,3.65061639241124,0.000266087097392808,0.000990733061086373,-0.97485745052945
MATTIOLI_MGUS_VS_MULTIPLE_MYELOMA,0.037347638513915,3.6496873654745,0.000267046948106144,0.000993718217197817,-0.9782264725004
WILLIAMS_ESR2_TARGETS_UP,-0.0247606563234943,-3.64913574547001,0.000267618405599575,0.000995255431475344,-0.98022646439001
MULLIGHAN_NPM1_SIGNATURE_3_UP,-0.00395779301612348,-3.64876630963695,0.000268001768222472,0.000996091728727518,-0.981565749136855
REACTOME_ION_HOMEOSTASIS,-0.0234386288810323,-3.64748531324136,0.000269335047790212,0.0010002220559216,-0.986208597052491
SCHRAETS_MLL_TARGETS_DN,0.0376828497851841,3.6473930322052,0.000269431335031864,0.0010002220559216,-0.986542998376471
MOLENAAR_TARGETS_OF_CCND1_AND_CDK4_UP,0.018553007822439,3.64489553682719,0.000272049546863408,0.0010093455738114,-0.995590056479056
WP_ROLE_OF_ALTERED_GLYCOLYSATION_OF_MUC1_IN_TUMOUR_MICROENVIRONMENT,0.0409436224538919,3.64395966898672,0.000273036780729171,0.00101241071792498,-0.998978611169943
BIOCARTA_IL1R_PATHWAY,0.0243406752610816,3.64193734168829,0.000275181590051752,0.00101976196549249,-1.00629803146477
WP_LEPTIN_AND_ADIPONECTIN,-0.0331403967919206,-3.64029273930467,0.000276937434505691,0.00102566398106557,-1.01224738064574
GRAHAM_NORMAL_QUIESCENT_VS_NORMAL_DIVIDING_UP,0.0175557843263289,3.63973606049244,0.000277534143238638,0.00102726860439036,-1.01426056291911
WP_HEPATITIS_B_INFECTION,0.00772180835095071,3.63591550564884,0.000281662070178957,0.00104193414424647,-1.02806904514562
FUNG_IL2_TARGETS_WITH_STAT5_BINDING_SITES,0.0421056247325227,3.63098011539823,0.000287079753815369,0.00106127610764786,-1.04588555553499
REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE,-0.00495326938240276,-3.63084591263983,0.000287228426270328,0.00106127610764786,-1.04636968573464
FOURNIER_ACINAR_DEVELOPMENT_LATE_2,0.0111234490458293,3.62890100502179,0.000289391151042977,0.00106863888619572,-1.05338385825191
HOWLIN_PUBERTAL_MAMMARY_GLAND,0.027121554516642,3.62812092454565,0.000290262876594388,0.00107122852577553,-1.05619611690151
YIH_RESPONSE_TO_ARSENITE_C5,0.0368737833972592,3.62707547431239,0.000291435007753855,0.00107492313599353,-1.05996411707074
SCIBETTA_KDM5B_TARGETS_DN,-0.0225280722328146,-3.62626636356985,0.00029234520497557,0.00107764786702138,-1.06287956616994
YANG_BREAST_CANCER_ESR1_BULK_UP,-0.0416906446471729,-3.62425090812222,0.00029462405880698,0.00108541161172443,-1.07013900462253
REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION,-0.0100697040766421,-3.62255311603156,0.000296556641530981,0.00109189132514483,-1.07625115183436
REACTOME_TRANSPORT_AND_SYNTHESIS_OF_PAPS,0.0367002729933853,3.62170218015012,0.000297529717803957,0.00109483271451866,-1.07931350097948
RASHI_RESPONSE_TO_IONIZING_RADIATION_6,-0.014495560095646,-3.61889142506945,0.000300765224686725,0.00110609095211004,-1.08942378176279
LU_TUMOR_ENDOTHELIAL_MARKERS_UP,0.0296219990375114,3.61774674627456,0.00030209230644952,0.00111032172282762,-1.09353895961979
NUNODA_RESPONSE_TO_DASATINIB_IMATINIB_UP,0.0328793539408456,3.61706501354493,0.000302885277037315,0.00111258560267652,-1.09598920992155
GALE_APL_WITH_FLT3_MUTATED_DN,0.0576660058461717,3.61558053680835,0.000304618726534654,0.00111786871786063,-1.10132305974428
QUINTENS_EMBRYONIC_BRAIN_RESPONSE_TO_IR,-0.0217876590244172,-3.61552884562678,0.000304679254366788,0.00111786871786063,-1.10150875140524
CHANGOLKAR_H2AFY_TARGETS_UP,0.0152507350422241,3.61479225931739,0.000305542985916657,0.00112038370273407,-1.1041545248327
TESAR_ALK_TARGETS_EPISC_3D_UP,-0.0240303691981485,-3.61446314695507,0.000305929648741822,0.00112049408061909,-1.10533650378998
TESAR_ALK_TARGETS_EPISC_4D_UP,-0.0240303691981485,-3.61446314695507,0.000305929648741822,0.00112049408061909,-1.10533650378998
SHEPARD_CRASH_AND_BURN_MUTANT_UP,0.00843629874713381,3.61329762695923,0.000307302667723795,0.00112486736554692,-1.10952151149057
CHEN_LIVER_METABOLISM_QTL_CIS,0.00968766860544346,3.61106332236663,0.000309950903482193,0.00113390071500907,-1.11754044027373
REACTOME_SYNTHESIS_OF_5_EICOSATETRAENOIC_ACIDS,-0.0500347159288066,-3.60928083361669,0.000312078933995252,0.00114102158240847,-1.12393427401069
MUNSHI_MULTIPLE_MYELOMA_DN,-0.0307182138805081,-3.6076959200167,0.000313982575491669,0.00114731423660764,-1.1296167721406
BENPORATH_ES_CORE_NINE_CORRELATED,0.0128045480498482,3.605566304844,0.000316557588130794,0.00115605138954215,-1.13724832991671
PID_BMP_PATHWAY,-0.0124975192495977,-3.60470598253352,0.000317603440526613,0.00115919722631229,-1.14033006112507
GERHOLD_RESPONSE_TO_TZD_DN,-0.0735777511842862,-3.60159531449495,0.000321411995413296,0.00117241694206185,-1.15146659547308
PID_NFKAPPAB_CANONICAL_PATHWAY,0.0295582128186255,3.60117857548422,0.000321925467556976,0.00117360879558909,-1.15295784306849
BIOCARTA_MONOCYTE_PATHWAY,0.0353184183669628,3.59993102242709,0.00032346719729703,0.00117854570145614,-1.15742103056714
WP_DISORDERS_OF_THE_KREBS_CYCLE,-0.0372386082243612,-3.59527740008556,0.000329279366886317,0.00119902712681373,-1.17405608691072
WILLIAMS_ESR1_TARGETS_DN,-0.0535665843668515,-3.59504760367229,0.000329568890701469,0.00119938649569122,-1.17487697522427
NAKAMURA_ADIPOGENESIS_EARLY_DN,0.0331698698891846,3.59428639219322,0.000330529655375674,0.00120218685418756,-1.17759583500992
STEARMAN_LUNG_CANCER_EARLY_VS_LATE_DN,0.0419133264153456,3.59310336263334,0.000332028024680438,0.00120591860202015,-1.18182019214177
LIN_APC_TARGETS,-0.026533570411622,-3.59310129740917,0.000332030645947275,0.00120591860202015,-1.18182756543014
REACTOME_REGULATION_OF_PTEN_MRNA_TRANSLATION,-0.0297922787960773,-3.59302202147779,0.000332131280842781,0.00120591860202015,-1.18211059415359
RORIE_TARGETS_OF_EWSR1_FLI1_FUSION_UP,-0.0531210455056891,-3.59225575676819,0.000333105469915626,0.0012087574355772,-1.18484597196826
BIOCARTA_P53_PATHWAY,-0.0369372285653503,-3.58866356796389,0.000337708161707424,0.00122475233487084,-1.19766149698447
WP_HOSTPATHOGEN_INTERACTION_OF_HUMAN_CORONA_VIRUSES_APOPTOSIS,0.030082105909283,3.58849690525018,0.000337923145988653,0.0012248252436786,-1.19825577581522
BIOCARTA_PDZS_PATHWAY,-0.0424196879793637,-3.58811829883859,0.000338412000304071,0.00122589015672109,-1.19960569280574
BYSTRYKH_HEMATOPOIESIS_STEM_CELL_QTL_TRANS,-0.00357551298032982,-3.58353258630032,0.000344385850290069,0.00124681167573334,-1.21594478726468
KEGG_LIMONENE_AND_PINENE_DEGRADATION,-0.0379289417371285,-3.57833634650539,0.000351274268147257,0.00127101829320985,-1.2344341799713
SANA_RESPONSE_TO_IFNG_DN,0.0433243089481073,3.57655927086041,0.00035365949447421,0.00127891249871715,-1.2407513116
REN_BOUND_BY_E2F,-0.0240896866134698,-3.57599593797978,0.000354418769044052,0.00128092119806893,-1.24275319252549
SESTO_RESPONSE_TO_UV_C4,0.0284540374342757,3.57580626357971,0.000354674760139257,0.00128110969395128,-1.24342715625567
REACTOME_RET_SIGNALING,-0.0188328812251001,-3.57502135418632,0.00035573594130024,0.00128420470480874,-1.24621577185151
REACTOME_VLDL_ASSEMBLY,0.0911464027865782,3.57402758079709,0.000357083764156409,0.00128833034312459,-1.24974556593336
PID_EPHB_FWD_PATHWAY,-0.0153128502576203,-3.57171719645737,0.000360235752851747,0.00129895680245165,-1.25794808371332
STEIN_ESRRA_TARGETS_DN,-0.00728921640577423,-3.57066794157451,0.000361675798484914,0.00130340160176473,-1.2616714987639
MUELLER_COMMON_TARGETS_OF_AML_FUSIONS_UP,-0.0448360765970763,-3.5699541319585,0.000362658539820652,0.0013061942250847,-1.26420392346111
SAENZ_DETOX_PATHWAY_AND_CARCINOGENESIS_DN,-0.0456765437021139,-3.56570212482854,0.000368564466624893,0.00132670542539373,-1.27927861968584
RICKMAN_TUMOR_DIFFERENTIATED_WELL_VS_POORLY_UP,-0.0134751778476544,-3.56547795731168,0.000368878312366748,0.00132707509629365,-1.2800728693914
EPPERT_PROGENITOR,-0.0116065196076465,-3.56262560584931,0.00037289363572859,0.00134075314677013,-1.29017473541192
REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES,-0.0218127501210761,-3.56117807470667,0.00037494696201931,0.00134736515511227,-1.29529823426992
TAKADA_GASTRIC_CANCER_COPY_NUMBER_UP,-0.0445958664597014,-3.55887194684951,0.000378240065352921,0.00135842217756749,-1.30345644929498
